CustomerId,FirstName,LastName,Country,City,DOB
9836,Jerri,Hooper,England,Liverpool,9/16/1990
9837,Renato,Levy,Germany,Bonn,7/15/1947
9838,Cornelius,Zamora,Germany,Hamburg,1/23/1980
9839,Jordon,Monroe,Germany,Hamburg,9/15/1945
9840,Adolfo,Snow,Ireland,Limerick,5/11/1981
9841,Tyler,Foreman,France,Marseille,6/23/1960
9842,Eloy,Skinner,France,Marseille,8/19/1984
9843,Marylou,Morris,France,Marseille,5/3/1997
9844,Vicky,Emerson,Germany,Frankfurt,1/24/1995
9845,Glen,French,England,Leeds,1/26/1942
9846,Genevieve,Vinson,France,Lyon,10/21/1984
9847,Rocky,Buchanan,France,Nantes,10/18/1994
9848,Adrian,Kaufman,France,Nice,5/10/1979
9849,Trudy,Zimmerman,Spain,Madrid,3/22/1988
9850,Luciano,Harrison,Germany,Hamburg,8/20/1970
9851,Daryl,Webster,England,Leeds,3/27/1996
9852,Gerard,Sanchez,Portugal,Porto,11/12/1982
9853,Theodore,Mullen,Italy,Catania,5/17/1990
9854,Chauncey,Church,Italy,Catania,5/18/1982
9855,Maria,Nieves,France,Paris,10/21/1983
9856,Juana,Maldonado,Germany,Bonn,4/4/1986
9857,Aileen,Jensen,Belgium,Brussels,9/21/1946
9858,Kayla,Padilla,England,Birmingham,2/5/1980
9859,Huey,Walker,Belgium,Antwerp,3/13/2001
9860,Malinda,Murray,England,Birmingham,6/25/1948
9861,Bryon,Stevens,France,Lyon,9/1/1953
9862,Ollie,Melton,Germany,Munich,10/14/1961
9863,Seymour,Gibbs,England,Leeds,2/12/1948
9864,Felix,Warner,England,Bristol,1/8/1947
9865,Rolf,Key,France,Nice,6/5/1952
9866,Jarred,Curry,Italy,Bologna,3/3/1968
9867,Antione,Galloway,France,Paris,9/20/1943
9868,Saul,Mathews,Germany,Bonn,9/22/1984
9869,Bertha,Gibson,France,Lyon,5/19/1956
9870,Mallory,Stuart,Portugal,Porto,7/23/1965
9871,Natalie,Ayers,Ireland,Limerick,1/6/1980
9872,Blanche,Fischer,England,Birmingham,11/13/1998
9873,Elisha,Briggs,SwItalyzerland,Basel,7/24/1993
9874,Cleo,Waters,Germany,Frankfurt,3/23/1989
9875,Marva,Vazquez,Portugal,Lisbon,2/7/1969
9876,Scottie,Burgess,Spain,Barcelona,4/15/1984
9877,Dorothy,Gray,England,Bristol,4/16/1958
9878,Levi,Brooks,Germany,Berlin,8/15/1981
9879,Jaime,McBride,England,Liverpool,6/11/1946
9880,Martin,Woods,France,Nantes,11/24/1969
9881,Jennie,Eaton,Italy,Florence,11/16/1994
9882,Broderick,Bowers,France,Toulouse,4/10/1956
9883,Buddy,Roach,France,Marseille,10/16/1984
9884,Jesus,Sharpe,France,Nantes,2/1/1977
9885,Kristen,Solis,Portugal,Lisbon,1/9/1958
9886,Hugh,Thornton,France,Nice,6/7/1966
9887,Austin,Sharpe,Spain,Barcelona,8/8/1982
9888,Damon,Mueller,Ireland,Tralee,11/24/1964
9889,Kerry,McDonald,Spain,Barcelona,6/15/1970
9890,Concepcion,Kim,England,Manchester,11/9/1971
9891,Margarita,Workman,France,Marseille,1/15/1989
9892,Bryant,Hubbard,Ireland,Cork,2/16/1972
9893,Fran,Norman,Belgium,Brussels,5/23/1969
9894,Isiah,Booker,Germany,Cologne,1/23/1960
9895,Rodger,Salinas,Spain,Madrid,5/20/1981
9896,Latonya,Torres,Germany,Bonn,2/12/1973
9897,Anita,Kelly,Germany,Düsseldorf,7/15/1994
9898,Arron,Owen,France,Nantes,6/4/1974
9899,Karen,Tucker,Netherlands,Amsterdam,11/13/1952
9900,Carrie,Galloway,England,Manchester,3/18/1958
9901,Marcelino,Romero,France,Toulouse,7/1/1963
9902,Rolland,Wilkins,Ireland,Waterford,1/22/1966
9903,Jamie,Clark,Germany,Düsseldorf,5/4/1942
9904,Grace,Kelley,England,Newcastle,7/24/1945
9905,Sheena,Bright,France,Lyon,7/9/1967
9906,Kathie,Dale,SwItalyzerland,Lucerne,9/15/1943
9907,Jimmy,Hansen,Portugal,Lisbon,7/21/1960
9908,Clint,Poole,Italy,Rome,6/20/1982
9909,Diego,Davis,France,Marseille,11/12/1959
9910,Rico,Roberson,England,Birmingham,6/18/1979
9911,Reva,Heath,Germany,Hamburg,8/4/1975
9912,Art,Byrd,France,Nice,9/2/1958
9913,Christina,Travis,France,Nantes,4/9/2000
9914,Major,Byrd,England,London,6/9/1975
9915,Jude,Kent,France,Nantes,1/27/1985
9916,Deana,Molina,France,Nice,11/11/1960
9917,Reyna,Welch,Spain,Madrid,5/25/1987
9918,Franklin,Moon,Spain,Barcelona,4/20/1949
9919,Nelda,Daniel,Italy,Naples,8/1/1992
9920,Bryon,Reed,Portugal,Lisbon,7/26/1969
9921,Herbert,Irwin,SwItalyzerland,Geneva,10/26/1943
9922,Marcy,Thornton,France,Nice,4/25/1943
9923,Juliet,Workman,Germany,Cologne,11/21/1945
9924,Cherry,McConnell,Portugal,Braga,7/12/1975
9925,Eloy,McCall,Germany,Hamburg,6/1/1942
9926,Liza,Stanton,Italy,Bologna,2/10/1981
9927,Lonnie,Rush,France,Paris,11/5/1998
9928,Nicholas,Hooper,Portugal,Lisbon,7/26/1981
9929,Guadalupe,Graves,Italy,Palermo,8/7/1998
9930,Sharon,Henson,Belgium,Brussels,11/17/1980
9931,Clayton,Eaton,England,London,4/15/1962
9932,Bobbie,Osborne,Germany,Munich,4/6/1951
9933,Lois,Hatfield,England,Birmingham,11/10/1986
9934,Estela,Wood,Italy,Florence,11/16/2001
9935,Jules,Chan,Germany,Berlin,10/5/1993
9936,Teodoro,Maynard,Ireland,Limerick,8/16/1986
9937,Porfirio,Ellison,Germany,Cologne,9/26/1954
9938,Michael,Oneill,Netherlands,Rotterdam,11/23/1971
9939,Martha,Colon,Portugal,Porto,11/12/1989
9940,Sophia,Hinton,France,Toulouse,10/24/1985
9941,Adriana,Long,Spain,Alicante,4/13/1973
9942,Holly,Clarke,Spain,Valencia,3/1/1994
9943,Luigi,Browning,Ireland,Cork,4/2/1966
9944,Freda,Bell,Ireland,Limerick,11/17/1974
9945,Marcellus,Day,Portugal,Lisbon,5/27/1952
9946,Darlene,Maddox,France,Lyon,9/16/1972
9947,Brenda,Figueroa,Belgium,Brussels,2/4/1998
9948,Jane,Hurst,Portugal,Lisbon,6/21/1969
9949,Sally,Head,Germany,Cologne,5/5/1992
9950,German,Osborne,Spain,Barcelona,2/17/1944
9951,Amanda,Taylor,England,Liverpool,2/3/1943
9952,Luke,Foreman,Italy,Genoa,2/10/1951
9953,Ashley,Patterson,France,Marseille,6/27/1946
9954,Derrick,Snyder,Spain,Alicante,9/3/1975
9955,Pauline,Shepherd,France,Lyon,8/16/1977
9956,Patricia,Barker,Italy,Naples,6/13/1986
9957,Nora,Marsh,Germany,Munich,10/14/1942
9958,Jill,Serrano,Spain,Alicante,9/25/1998
9959,Boris,Moses,Germany,Düsseldorf,6/24/1948
9960,Alyson,Browning,Ireland,Tralee,6/1/1960
9961,Catalina,Barrera,England,Manchester,11/27/1980
9962,Francis,Rodriquez,France,Marseille,2/25/1957
9963,June,Trujillo,England,Manchester,9/2/1942
9964,Lelia,Sampson,Belgium,Brussels,4/7/1952
9965,Michael,Massey,England,Newcastle,6/15/1953
9966,Edmond,Mercado,England,Manchester,7/6/1951
9967,Freeman,Riddle,France,Paris,2/8/1942
9968,Kent,Cole,Spain,Seville,5/25/1950
9969,Antione,Gould,France,Toulouse,4/19/1974
9970,Zelma,Colon,Germany,Bonn,11/21/1961
9971,Jo,Salinas,Italy,Catania,5/22/1999
9972,Wilfred,Ellis,England,Newcastle,10/26/1974
9973,Michelle,Murphy,England,Liverpool,4/6/2002
9974,Marvin,McLaughlin,France,Lyon,3/4/1983
9975,Israel,Brady,Germany,Dresden,1/22/1952
9976,Toney,Johnson,England,Birmingham,1/12/1980
9977,Merrill,Armstrong,Germany,Düsseldorf,6/15/1978
9978,Sherwood,Armstrong,Germany,Cologne,7/12/1978
9979,Nolan,Ross,SwItalyzerland,Basel,4/26/1951
9980,Gayle,McNeil,Germany,Hamburg,1/18/1994
9981,Wilbert,Suarez,Italy,Bologna,5/15/1993
9982,Erich,Mercer,Ireland,Tralee,1/9/1993
9983,Maggie,Hardy,Ireland,Limerick,9/27/1966
9984,Benita,Lang,France,Marseille,7/18/1994
9985,Asa,Shaw,SwItalyzerland,Basel,1/5/1982
9986,Gordon,Nixon,England,Bristol,1/5/1988
9987,Cristopher,Gaines,France,Nice,1/21/1999
9988,Rosetta,McKinney,Ireland,Cork,9/16/1991
9989,Lamont,Barrera,Portugal,Braga,11/6/1951
9990,Mervin,Owens,England,Newcastle,3/19/1953
9991,Carmela,Hensley,Germany,Bonn,11/2/1999
9992,Luke,Francis,Portugal,Porto,9/4/2002
9993,Aimee,Ballard,France,Marseille,3/1/1975
9994,Normand,McClain,Spain,Valencia,8/18/1970
9995,Penny,Hernandez,Netherlands,Rotterdam,11/26/1956
9996,Sherwood,Gilmore,Spain,Barcelona,2/7/1946
9997,Wilburn,Shaw,Germany,Düsseldorf,1/20/1955
9998,Connie,Cole,France,Nantes,4/9/1979
9999,Garfield,Chang,Portugal,Porto,8/25/1996
10000,Brad,Chandler,Ireland,Waterford,7/22/1982
10001,Letha,Holmes,France,Marseille,9/13/2002
10002,Cornelius,Whitley,Germany,Munich,1/3/1962
10003,Monroe,Crawford,Ireland,Dublin,4/18/1953
10004,Theresa,Hopkins,Spain,Barcelona,8/8/1952
10005,Stewart,Hays,Germany,Hamburg,6/6/1998
10006,Fredrick,Fleming,SwItalyzerland,Lucerne,10/1/1955
10007,Cleo,Craft,Germany,Munich,4/5/1992
10008,Norma,Burris,England,Newcastle,3/15/1982
10009,Suzanne,Hutchinson,Portugal,Lisbon,8/3/1966
10010,Noel,Cunningham,England,Leeds,11/17/1981
10011,Vonda,Clemons,Germany,Bonn,10/5/1945
10012,Beryl,Vinson,Spain,Barcelona,2/7/1950
10013,Michael,Lang,Germany,Bonn,5/1/1954
10014,Reba,Russell,England,Manchester,10/9/1994
10015,Luciano,Parsons,SwItalyzerland,Lucerne,4/5/1994
10016,Terri,Pittman,England,Bristol,3/17/1956
10017,Renaldo,Moody,Portugal,Lisbon,3/17/1997
10018,Josef,Herrera,Portugal,Porto,7/8/1950
10019,Bo,Harrington,Ireland,Limerick,1/4/1953
10020,Angelita,Flowers,Germany,Cologne,8/23/1962
10021,Kathryn,Francis,Ireland,Limerick,3/13/1961
10022,Felipe,Garrett,England,Manchester,6/23/1964
10023,Mildred,Phillips,Portugal,Porto,8/1/1966
10024,Minerva,Gordon,SwItalyzerland,Lucerne,2/12/1979
10025,Theo,Nichols,France,Paris,8/24/2002
10026,Antonio,Byrd,France,Nice,6/9/1944
10027,Isaac,Calhoun,Netherlands,Rotterdam,1/15/1965
10028,Ulysses,Graham,Italy,Bologna,7/24/1965
10029,Al,Long,England,Manchester,10/17/1973
10030,Edith,Patel,France,Toulouse,3/26/1947
10031,Sebastian,Dickson,France,Lyon,10/19/1958
10032,Bradley,Donovan,Italy,Rome,2/19/1959
10033,Latasha,Gordon,Ireland,Waterford,10/12/1950
10034,Hyman,Bowers,Spain,Murcia,4/20/1961
10035,Royal,Schultz,England,Newcastle,11/24/1946
10036,Twila,Herman,Ireland,Limerick,3/5/1942
10037,Evangeline,Marks,England,Leeds,6/6/1957
10038,Cesar,Joyner,England,Birmingham,9/19/1963
10039,Dorthy,Herman,Ireland,Limerick,9/6/1960
10040,Shelly,Oliver,Ireland,Cork,10/24/1980
10041,Thanh,Frank,England,Liverpool,11/12/1954
10042,Man,Schultz,SwItalyzerland,Geneva,11/13/1966
10043,Ernest,Miller,Italy,Catania,11/3/1957
10044,Mallory,Bryan,Germany,Bonn,3/21/1996
10045,Elijah,Oneal,France,Nantes,11/9/1993
10046,Craig,Jimenez,SwItalyzerland,Basel,11/19/2000
10047,Jay,Cobb,SwItalyzerland,Lucerne,1/27/1978
10048,Renee,Charles,Germany,Berlin,8/4/1972
10049,Hoyt,Ellis,Spain,Barcelona,7/4/1951
10050,Eli,Byers,Germany,Munich,8/9/1987
10051,Isaias,Hood,SwItalyzerland,Zürich,3/25/1999
10052,Mohammad,Joyner,England,Birmingham,7/23/1999
10053,Kris,McCray,France,Paris,2/11/1955
10054,Damian,Rowland,Spain,Madrid,10/3/1977
10055,Luciano,McKay,Germany,Düsseldorf,7/27/1999
10056,Kristin,Norman,Italy,Florence,2/12/1991
10057,Linda,Hodges,Netherlands,Rotterdam,4/23/1950
10058,Catherine,Salazar,France,Nice,5/20/1979
10059,Elva,Chase,England,Manchester,2/12/1970
10060,Nona,Simon,England,Newcastle,2/24/1953
10061,Keri,Donaldson,Spain,Bilbao,10/18/1971
10062,Frederick,Valencia,England,Bristol,10/25/1962
10063,Chet,Parrish,England,Manchester,10/25/1973
10064,Simon,Lowery,England,London,8/18/1963
10065,Josefa,Wagner,Portugal,Braga,9/25/1957
10066,Seth,Cummings,Spain,Barcelona,1/6/1973
10067,Guadalupe,Duke,France,Nantes,7/22/1958
10068,Calvin,Mejia,Belgium,Antwerp,10/21/1958
10069,Graham,Holt,England,London,4/7/1990
10070,Xavier,Reilly,Spain,Barcelona,3/23/1982
10071,Deana,Ruiz,SwItalyzerland,Geneva,3/26/1982
10072,Joanna,Parrish,Ireland,Dublin,3/23/1947
10073,Aaron,Morse,Portugal,Braga,3/5/1954
10074,Dalton,Schwartz,England,London,2/11/1959
10075,Geneva,Wong,France,Paris,2/27/1971
10076,Sam,Ramos,SwItalyzerland,Zürich,6/19/1995
10077,Gail,Vaughn,Germany,Cologne,9/17/1953
10078,Milan,Berger,Ireland,Cork,3/16/1999
10079,Joseph,Hartman,Italy,Milan,11/4/1967
10080,Jordan,Jacobson,Spain,Barcelona,4/16/1968
10081,Irene,McBride,Spain,Madrid,8/19/1946
10082,Sal,Wise,France,Lyon,4/5/1993
10083,Bob,Oneil,Germany,Bonn,8/14/1978
10084,Paul,Key,Italy,Rome,6/1/1946
10085,Lilly,Hobbs,Netherlands,Amsterdam,11/15/1985
10086,Liz,Hester,SwItalyzerland,Zürich,11/9/1953
10087,Lucile,Garcia,Italy,Milan,3/26/1945
10088,Horace,McDowell,Germany,Hamburg,3/25/1949
10089,Denny,Baldwin,England,Newcastle,9/7/1976
10090,Noe,Mooney,Germany,Berlin,11/8/1965
10091,Daniel,Mitchell,Italy,Naples,5/2/1998
10092,Monroe,Patton,Germany,Dresden,1/25/1955
10093,Jordan,Compton,Belgium,Brussels,1/26/1972
10094,Kent,Stephens,Ireland,Limerick,10/4/1956
10095,Trisha,Harmon,England,Bristol,9/14/1954
10096,Ollie,Everett,France,Nice,5/10/1947
10097,Quentin,Saunders,Portugal,Braga,5/26/1950
10098,Sergio,Pierce,England,Leeds,9/22/1943
10099,Elise,Kirkland,England,Birmingham,1/27/1975
10100,Truman,McClain,Netherlands,Rotterdam,2/2/1953
10101,Efrain,Bruce,France,Nantes,5/13/1947
10102,Tyron,Sexton,Germany,Düsseldorf,3/21/1987
10103,Ramon,Haynes,England,Manchester,11/22/1963
10104,Cole,Huffman,Portugal,Porto,7/27/1963
10105,Mattie,Evans,Italy,Bologna,10/19/1960
10106,Rudy,Blanchard,Germany,Düsseldorf,3/22/2000
10107,Bob,Ochoa,Germany,Düsseldorf,9/22/1975
10108,Douglas,Bailey,England,Birmingham,4/16/1990
10109,Reinaldo,Myers,England,Birmingham,10/13/1974
10110,Jamison,Marquez,England,Newcastle,7/24/1953
10111,Jonathan,Dudley,Italy,Naples,5/23/1949
10112,Nora,Sanders,Italy,Palermo,11/16/1993
10113,Jillian,Baker,Ireland,Limerick,5/24/1948
10114,Chuck,Bonner,Spain,Valencia,1/8/1946
10115,Evelyn,Clemons,Belgium,Antwerp,6/6/1982
10116,Pat,Banks,England,Manchester,8/11/1989
10117,Horace,Blake,Germany,Munich,10/24/1997
10118,Chester,Moody,Italy,Milan,2/18/1951
10119,Jon,Castaneda,SwItalyzerland,Geneva,4/7/1997
10120,Jody,Maldonado,Ireland,Limerick,7/6/1973
10121,Lindsey,Cameron,Portugal,Porto,2/17/1969
10122,Bradly,Hendrix,Germany,Bonn,4/7/2002
10123,Steven,Griffith,Italy,Palermo,2/18/1966
10124,Katie,Nieves,SwItalyzerland,Basel,7/6/1997
10125,Jeremiah,Robbins,Ireland,Cork,4/15/1949
10126,Emanuel,Shaffer,France,Nice,1/1/1972
10127,Rebekah,Juarez,Portugal,Lisbon,1/20/1966
10128,Peggy,Lopez,Spain,Barcelona,9/17/1959
10129,Jimmie,Collier,Belgium,Antwerp,10/14/1942
10130,Tammie,Jarvis,Spain,Valencia,11/6/1969
10131,Carmen,Johnston,France,Marseille,10/4/1965
10132,Kareem,Joyce,Germany,Munich,1/27/1971
10133,Minerva,Wolfe,England,London,6/2/1993
10134,Rhea,Lawrence,Germany,Dresden,1/14/1987
10135,Mel,Mercado,England,Leeds,8/2/1973
10136,Della,Gould,France,Lyon,2/3/1992
10137,Neal,Robinson,England,Newcastle,7/5/1990
10138,Callie,Jarvis,Germany,Berlin,9/4/1967
10139,Asa,Ballard,England,Bristol,4/17/1983
10140,Stanford,Gray,England,Leeds,5/4/1952
10141,Gayle,Sutton,Italy,Catania,10/12/1967
10142,Heath,Gill,Spain,Alicante,5/10/1995
10143,Maritza,Fleming,England,Birmingham,7/14/1995
10144,Modesto,Roberts,Portugal,Lisbon,3/10/1994
10145,Francisca,Schroeder,France,Marseille,3/19/1990
10146,Nick,Tran,France,Toulouse,9/11/1983
10147,Enrique,Tran,Spain,Seville,10/18/2002
10148,Gilda,Valenzuela,Italy,Palermo,11/1/1945
10149,Fausto,Noble,England,Leeds,4/24/1987
10150,Lee,Norton,Netherlands,Rotterdam,3/11/1989
10151,Faustino,Decker,France,Marseille,9/2/1960
10152,Virginia,Cruz,Germany,Berlin,5/17/1968
10153,Junior,Matthews,England,Newcastle,3/17/1942
10154,Laurel,Farley,Portugal,Braga,10/17/1963
10155,Johnson,Vinson,Spain,Zaragoza,2/12/1980
10156,Vera,Garcia,Ireland,Waterford,7/25/2002
10157,Monique,Burks,Spain,Madrid,9/22/1996
10158,Shelby,Morrow,Germany,Berlin,3/12/1970
10159,Gayle,Diaz,Belgium,Brussels,1/14/1942
10160,Ben,Knox,France,Nantes,3/8/1985
10161,Dianna,David,Ireland,Dublin,11/23/1976
10162,Sammy,Skinner,Germany,Düsseldorf,8/26/1984
10163,Clint,Garcia,Portugal,Lisbon,8/19/1966
10164,Noreen,Solis,Spain,Seville,2/18/1966
10165,Candace,Stark,France,Marseille,11/26/1957
10166,Robby,Noel,Ireland,Waterford,9/23/1995
10167,Darius,Chavez,Netherlands,Rotterdam,4/4/1942
10168,Pam,Branch,Germany,Munich,5/24/1958
10169,Martin,Burris,Germany,Cologne,9/2/1948
10170,Doreen,Carter,Netherlands,Rotterdam,5/21/1974
10171,Stacey,Holloway,Germany,Frankfurt,6/11/1956
10172,Glen,Boyd,Germany,Berlin,9/6/1966
10173,Deborah,Goff,Portugal,Porto,4/4/1964
10174,Dalton,Green,Portugal,Lisbon,5/14/1974
10175,Joyce,Cortez,Belgium,Antwerp,11/26/1972
10176,Polly,McMahon,France,Marseille,2/5/1954
10177,Melisa,Lynch,France,Marseille,3/22/1945
10178,Eldridge,Wise,England,London,4/20/1968
10179,Paris,Shields,France,Nantes,6/22/1977
10180,Cortez,Deleon,Germany,Munich,2/11/1975
10181,Preston,Santana,France,Paris,1/15/1954
10182,Dewitt,Williams,Belgium,Brussels,9/23/1959
10183,Toni,Craft,Germany,Frankfurt,4/24/1960
10184,Vickie,Houston,England,Bristol,3/4/1953
10185,Moses,Odonnell,Spain,Valencia,5/18/1948
10186,Lydia,Perry,SwItalyzerland,Geneva,6/19/1968
10187,Morgan,Bailey,Netherlands,Amsterdam,3/9/1942
10188,Latoya,Oneil,Portugal,Porto,9/6/1952
10189,Lucinda,Salas,England,Manchester,4/27/1960
10190,Chad,Willis,England,Newcastle,3/21/1945
10191,Cleo,Kerr,Germany,Berlin,11/7/1953
10192,Boyce,Bernard,England,Birmingham,5/14/1968
10193,Laurel,Campbell,Belgium,Brussels,5/22/1954
10194,Alba,Knapp,Portugal,Porto,9/9/1966
10195,Collin,Riggs,Germany,Munich,8/11/1968
10196,Blake,Vazquez,SwItalyzerland,Basel,9/26/1961
10197,Judy,Robertson,France,Nantes,10/25/1946
10198,Paul,Mathews,Spain,Valencia,9/6/1973
10199,Milton,Murphy,England,Birmingham,10/20/1994
10200,Renaldo,Riddle,England,Birmingham,3/1/1962
10201,Sophie,Weber,France,Marseille,1/16/1998
10202,Joan,Sherman,Italy,Catania,3/22/1965
10203,Daren,West,Portugal,Braga,1/10/1952
10204,Claudette,Gay,Italy,Bologna,4/22/1986
10205,Estelle,Hamilton,Spain,Murcia,9/14/1958
10206,Erma,Booth,Ireland,Cork,11/24/1960
10207,Hiram,Merritt,France,Nice,7/19/1975
10208,Vicky,Carey,Germany,Berlin,7/10/1943
10209,Emma,Malone,France,Nice,4/12/1975
10210,Floyd,Armstrong,Ireland,Tralee,2/21/1979
10211,Man,Carroll,England,Manchester,5/23/1959
10212,Eduardo,Valentine,France,Lyon,2/20/1947
10213,Mitzi,Crane,Germany,Hamburg,5/3/1971
10214,Irwin,Lowe,Portugal,Lisbon,2/15/1949
10215,Janell,Elliott,Portugal,Lisbon,7/23/2001
10216,Deangelo,McKnight,Germany,Hamburg,10/23/1961
10217,Wallace,Ellis,Italy,Naples,8/23/1990
10218,Herschel,Burnett,England,Liverpool,6/4/1964
10219,Sophie,Edwards,Italy,Palermo,3/20/1989
10220,Carolina,Rosa,England,Leeds,5/20/1965
10221,Bennie,Albert,Germany,Hamburg,9/15/1948
10222,Florencio,Sanford,Netherlands,Amsterdam,3/14/1943
10223,Arnold,Travis,Ireland,Waterford,7/20/1973
10224,Jarred,Ryan,England,Manchester,1/17/1988
10225,Lowell,Harvey,Netherlands,Amsterdam,4/27/1949
10226,Leanna,Forbes,Spain,Valencia,3/16/1972
10227,Fidel,Gilliam,France,Toulouse,10/20/1993
10228,Eli,Chase,Italy,Genoa,6/22/1946
10229,Lesa,Marshall,Spain,Madrid,6/7/2000
10230,Vicki,Trevino,France,Lyon,6/8/1955
10231,Adrienne,Lynn,Germany,Düsseldorf,9/22/1986
10232,Freddy,Sherman,Spain,Murcia,5/1/1974
10233,Amado,Guy,Belgium,Brussels,6/26/2002
10234,Cathy,Schneider,Italy,Bologna,7/15/1967
10235,Alton,Short,Portugal,Porto,7/12/1987
10236,Quentin,Shannon,Spain,Murcia,3/22/1979
10237,Randall,Moore,Germany,Berlin,9/26/1997
10238,Lynette,Valdez,Portugal,Porto,6/25/1967
10239,Samantha,Barnett,England,London,3/16/1999
10240,Maryellen,Freeman,Italy,Bologna,7/22/1958
10241,Ronald,Dominguez,Belgium,Brussels,4/12/1984
10242,Natalia,Knox,SwItalyzerland,Zürich,3/15/1991
10243,Jane,Hendrix,Italy,Milan,7/7/2000
10244,Orville,Pitts,Spain,Valencia,9/8/1958
10245,Reuben,Suarez,France,Nantes,11/24/1957
10246,Kay,Alston,Germany,Düsseldorf,7/14/1998
10247,Seth,Vang,Spain,Murcia,1/6/1942
10248,Tina,Carrillo,England,Bristol,6/21/1999
10249,Hollie,Schultz,Germany,Berlin,3/13/1975
10250,Melanie,Macdonald,Germany,Munich,2/11/1960
10251,Kelly,Potter,Italy,Genoa,4/13/1966
10252,Eunice,Conway,Spain,Zaragoza,3/13/1998
10253,Sherwood,Foreman,England,Manchester,3/5/1962
10254,Daren,Harrison,France,Paris,11/16/1975
10255,Irene,Sheppard,Germany,Munich,2/2/1956
10256,Eusebio,Hall,France,Toulouse,7/2/1963
10257,Manuela,Merrill,Spain,Zaragoza,4/4/1944
10258,Constance,Meadows,Portugal,Lisbon,5/13/1987
10259,Mai,Barber,Italy,Rome,11/6/1963
10260,Michelle,Glass,Germany,Düsseldorf,10/7/1988
10261,Benito,Estes,Germany,Bonn,4/7/1968
10262,Kenny,Higgins,England,Manchester,6/2/2001
10263,Valarie,Moss,Ireland,Waterford,7/9/1955
10264,Shaun,Merritt,Portugal,Lisbon,3/23/1945
10265,Newton,Coffey,England,Newcastle,10/23/1970
10266,Francisca,Stafford,Ireland,Waterford,2/14/1975
10267,Alan,Zimmerman,Netherlands,Amsterdam,10/18/1994
10268,Lucius,Fuller,Ireland,Tralee,2/4/1955
10269,Kenton,Hawkins,Italy,Genoa,2/17/2000
10270,Kristie,Sandoval,France,Paris,6/25/1993
10271,Saul,Rosales,Ireland,Cork,1/3/1968
10272,Dewayne,Gibbs,France,Toulouse,1/1/1975
10273,Samuel,Webster,Italy,Rome,6/3/1947
10274,Theron,Shepherd,England,Newcastle,7/26/1993
10275,Rolf,Sears,Italy,Milan,11/1/1992
10276,Long,Kemp,Germany,Düsseldorf,4/8/1942
10277,Maureen,Carroll,England,Liverpool,9/6/1953
10278,Elliott,Gross,SwItalyzerland,Geneva,3/19/1992
10279,Palmer,Alvarado,Spain,Murcia,10/6/1951
10280,Kris,Chambers,Spain,Madrid,5/9/1987
10281,Berry,McDowell,Belgium,Brussels,10/19/1964
10282,Hai,Berry,Germany,Cologne,10/6/1997
10283,Corrine,Juarez,Spain,Zaragoza,10/19/1955
10284,Arnoldo,Potter,Germany,Frankfurt,3/21/1994
10285,Richard,Cortez,England,Manchester,11/23/1942
10286,Barbara,Dillon,Italy,Florence,8/23/1999
10287,Elvis,Jackson,England,Birmingham,11/4/1980
10288,Jules,Cameron,France,Marseille,5/24/1994
10289,Deann,Richards,Spain,Madrid,10/19/1971
10290,Brandi,Nolan,Belgium,Brussels,8/20/1949
10291,Ferdinand,Tate,Netherlands,Rotterdam,4/15/2000
10292,Louisa,Holloway,Portugal,Porto,6/24/1963
10293,Loraine,Coffey,Italy,Milan,4/11/1983
10294,Ollie,Guthrie,Spain,Alicante,11/7/1950
10295,Duncan,Marshall,Germany,Frankfurt,6/15/1970
10296,Tuan,Dickson,Netherlands,Rotterdam,8/24/1959
10297,Brittany,Finch,Germany,Munich,6/1/1998
10298,Laurel,Harmon,Italy,Genoa,6/14/1953
10299,Vicky,Cardenas,Ireland,Dublin,2/3/1954
10300,Forrest,Matthews,Italy,Bologna,1/1/2001
10301,Rudolph,Dodson,Spain,Barcelona,8/10/1975
10302,Rosendo,Herring,Germany,Düsseldorf,9/22/1965
10303,Robin,Carson,Ireland,Tralee,11/17/1987
10304,Clarissa,Bolton,France,Nice,1/4/1967
10305,Erna,Burgess,England,Bristol,6/18/1962
10306,Sol,Watkins,SwItalyzerland,Lucerne,11/20/1978
10307,Tyree,Taylor,Spain,Seville,11/22/1953
10308,Wanda,Rodgers,Ireland,Dublin,1/18/1997
10309,Leopoldo,Summers,Germany,Hamburg,6/22/2000
10310,Noreen,Watson,France,Paris,3/7/2000
10311,Myron,Davis,Italy,Florence,1/18/1958
10312,Theo,Britt,England,Newcastle,11/11/1956
10313,Cristopher,Valenzuela,Ireland,Limerick,11/19/1967
10314,Frances,Bates,Italy,Palermo,8/12/1971
10315,Bobbie,Silva,Ireland,Limerick,11/4/1982
10316,Micah,Golden,France,Nice,3/7/1970
10317,Lorie,Hunt,Italy,Bologna,6/25/1948
10318,Bonnie,Lyons,Spain,Madrid,9/10/1967
10319,Tristan,Hartman,France,Lyon,3/21/1984
10320,Caleb,Oneal,England,Birmingham,8/21/1970
10321,Norris,Conley,Spain,Seville,8/6/2002
10322,Levi,Snyder,England,Manchester,9/1/1966
10323,Suzette,Hahn,France,Paris,1/15/1977
10324,Hilda,Bender,Germany,Frankfurt,11/19/1994
10325,Angela,Suarez,France,Nantes,11/7/1987
10326,Leanne,Hogan,France,Nice,9/3/1957
